,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
20,"Sun, Dec 4, 2022",4:00p,Phoenix Suns,,San Antonio Spurs,,,,,AT&T Center,
21,"Sun, Dec 4, 2022",6:00p,Boston Celtics,,Brooklyn Nets,,,,,Barclays Center,
22,"Sun, Dec 4, 2022",6:00p,Memphis Grizzlies,,Detroit Pistons,,,,,Little Caesars Arena,
23,"Sun, Dec 4, 2022",6:00p,Cleveland Cavaliers,,New York Knicks,,,,,Madison Square Garden (IV),
24,"Sun, Dec 4, 2022",6:00p,Chicago Bulls,,Sacramento Kings,,,,,Golden 1 Center,
25,"Sun, Dec 4, 2022",6:00p,Los Angeles Lakers,,Washington Wizards,,,,,Capital One Arena,
26,"Sun, Dec 4, 2022",9:00p,Indiana Pacers,,Portland Trail Blazers,,,,,Moda Center,
27,"Mon, Dec 5, 2022",7:00p,Los Angeles Clippers,,Charlotte Hornets,,,,,Spectrum Center,
28,"Mon, Dec 5, 2022",7:00p,Milwaukee Bucks,,Orlando Magic,,,,,Amway Center,
29,"Mon, Dec 5, 2022",7:30p,Oklahoma City Thunder,,Atlanta Hawks,,,,,State Farm Arena,
30,"Mon, Dec 5, 2022",7:30p,Boston Celtics,,Toronto Raptors,,,,,Scotiabank Arena,
31,"Mon, Dec 5, 2022",8:00p,Philadelphia 76ers,,Houston Rockets,,,,,Toyota Center,
32,"Mon, Dec 5, 2022",8:00p,Miami Heat,,Memphis Grizzlies,,,,,FedEx Forum,
33,"Mon, Dec 5, 2022",8:30p,Phoenix Suns,,Dallas Mavericks,,,,,American Airlines Center,
34,"Mon, Dec 5, 2022",10:00p,Indiana Pacers,,Golden State Warriors,,,,,Chase Center,
35,"Tue, Dec 6, 2022",7:30p,Los Angeles Lakers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
36,"Tue, Dec 6, 2022",7:30p,Detroit Pistons,,Miami Heat,,,,,FTX Arena,
37,"Tue, Dec 6, 2022",10:00p,Dallas Mavericks,,Denver Nuggets,,,,,Ball Arena,
38,"Wed, Dec 7, 2022",7:00p,Los Angeles Clippers,,Orlando Magic,,,,,Amway Center,
39,"Wed, Dec 7, 2022",7:30p,Charlotte Hornets,,Brooklyn Nets,,,,,Barclays Center,
40,"Wed, Dec 7, 2022",7:30p,Atlanta Hawks,,New York Knicks,,,,,Madison Square Garden (IV),
41,"Wed, Dec 7, 2022",7:30p,Los Angeles Lakers,,Toronto Raptors,,,,,Scotiabank Arena,
42,"Wed, Dec 7, 2022",8:00p,Washington Wizards,,Chicago Bulls,,,,,United Center,
43,"Wed, Dec 7, 2022",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,FedEx Forum,
44,"Wed, Dec 7, 2022",8:00p,Sacramento Kings,,Milwaukee Bucks,,,,,Fiserv Forum,
45,"Wed, Dec 7, 2022",8:00p,Indiana Pacers,,Minnesota Timberwolves,,,,,Target Center,
46,"Wed, Dec 7, 2022",8:00p,Detroit Pistons,,New Orleans Pelicans,,,,,Smoothie King Center,
47,"Wed, Dec 7, 2022",9:00p,Golden State Warriors,,Utah Jazz,,,,,Vivint Arena,
48,"Wed, Dec 7, 2022",10:00p,Boston Celtics,,Phoenix Suns,,,,,Footprint Center,
49,"Thu, Dec 8, 2022",7:30p,Los Angeles Clippers,,Miami Heat,,,,,FTX Arena,
50,"Thu, Dec 8, 2022",8:30p,Houston Rockets,,San Antonio Spurs,,,,,AT&T Center,
51,"Thu, Dec 8, 2022",10:00p,Denver Nuggets,,Portland Trail Blazers,,,,,Moda Center,
52,"Fri, Dec 9, 2022",7:00p,New York Knicks,,Charlotte Hornets,,,,,Spectrum Center,
53,"Fri, Dec 9, 2022",7:00p,Washington Wizards,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
54,"Fri, Dec 9, 2022",7:00p,Toronto Raptors,,Orlando Magic,,,,,Amway Center,
55,"Fri, Dec 9, 2022",7:30p,Atlanta Hawks,,Brooklyn Nets,,,,,Barclays Center,
56,"Fri, Dec 9, 2022",7:30p,Sacramento Kings,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
57,"Fri, Dec 9, 2022",7:30p,Los Angeles Lakers,,Philadelphia 76ers,,,,,Wells Fargo Center,
58,"Fri, Dec 9, 2022",8:00p,Detroit Pistons,,Memphis Grizzlies,,,,,FedEx Forum,
59,"Fri, Dec 9, 2022",8:30p,Phoenix Suns,,New Orleans Pelicans,,,,,Smoothie King Center,
60,"Fri, Dec 9, 2022",9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,Vivint Arena,
61,"Fri, Dec 9, 2022",10:00p,Milwaukee Bucks,,Dallas Mavericks,,,,,American Airlines Center,
62,"Sat, Dec 10, 2022",5:00p,San Antonio Spurs,,Miami Heat,,,,,FTX Arena,
63,"Sat, Dec 10, 2022",7:00p,Brooklyn Nets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
64,"Sat, Dec 10, 2022",7:00p,Los Angeles Clippers,,Washington Wizards,,,,,Capital One Arena,
65,"Sat, Dec 10, 2022",7:30p,Oklahoma City Thunder,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
66,"Sat, Dec 10, 2022",8:00p,Dallas Mavericks,,Chicago Bulls,,,,,United Center,
67,"Sat, Dec 10, 2022",8:30p,Boston Celtics,,Golden State Warriors,,,,,Chase Center,
68,"Sat, Dec 10, 2022",9:00p,Utah Jazz,,Denver Nuggets,,,,,Ball Arena,
69,"Sat, Dec 10, 2022",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,Moda Center,
70,"Sun, Dec 11, 2022",3:30p,Phoenix Suns,,New Orleans Pelicans,,,,,Smoothie King Center,
71,"Sun, Dec 11, 2022",6:00p,Los Angeles Lakers,,Detroit Pistons,,,,,Little Caesars Arena,
72,"Sun, Dec 11, 2022",6:00p,Sacramento Kings,,New York Knicks,,,,,Madison Square Garden (IV),
73,"Sun, Dec 11, 2022",6:00p,Toronto Raptors,,Orlando Magic,,,,,Amway Center,
74,"Sun, Dec 11, 2022",6:00p,Charlotte Hornets,,Philadelphia 76ers,,,,,Wells Fargo Center,
75,"Sun, Dec 11, 2022",6:30p,Chicago Bulls,,Atlanta Hawks,,,,,State Farm Arena,
76,"Sun, Dec 11, 2022",7:00p,Milwaukee Bucks,,Houston Rockets,,,,,Toyota Center,
77,"Mon, Dec 12, 2022",7:00p,Miami Heat,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
78,"Mon, Dec 12, 2022",7:00p,Brooklyn Nets,,Washington Wizards,,,,,Capital One Arena,
79,"Mon, Dec 12, 2022",8:00p,Atlanta Hawks,,Memphis Grizzlies,,,,,FedEx Forum,
80,"Mon, Dec 12, 2022",8:30p,Oklahoma City Thunder,,Dallas Mavericks,,,,,American Airlines Center,
81,"Mon, Dec 12, 2022",8:30p,Cleveland Cavaliers,,San Antonio Spurs,,,,,AT&T Center,
82,"Mon, Dec 12, 2022",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,Moda Center,
83,"Mon, Dec 12, 2022",10:30p,Boston Celtics,,Los Angeles Clippers,,,,,Crypto.com Arena,
84,"Tue, Dec 13, 2022",7:00p,Sacramento Kings,,Philadelphia 76ers,,,,,Wells Fargo Center,
85,"Tue, Dec 13, 2022",7:30p,Golden State Warriors,,Milwaukee Bucks,,,,,Fiserv Forum,
86,"Tue, Dec 13, 2022",8:00p,Phoenix Suns,,Houston Rockets,,,,,Toyota Center,
87,"Tue, Dec 13, 2022",9:00p,New Orleans Pelicans,,Utah Jazz,,,,,Vivint Arena,
88,"Tue, Dec 13, 2022",10:00p,Boston Celtics,,Los Angeles Lakers,,,,,Crypto.com Arena,
89,"Wed, Dec 14, 2022",7:00p,Detroit Pistons,,Charlotte Hornets,,,,,Spectrum Center,
90,"Wed, Dec 14, 2022",7:00p,Golden State Warriors,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
91,"Wed, Dec 14, 2022",7:00p,Atlanta Hawks,,Orlando Magic,,,,,Amway Center,
92,"Wed, Dec 14, 2022",7:30p,New York Knicks,,Chicago Bulls,,,,,United Center,
93,"Wed, Dec 14, 2022",7:30p,Sacramento Kings,,Toronto Raptors,,,,,Scotiabank Arena,
94,"Wed, Dec 14, 2022",8:00p,Miami Heat,,Oklahoma City Thunder,,,,,Paycom Center,
95,"Wed, Dec 14, 2022",8:00p,Portland Trail Blazers,,San Antonio Spurs,,,,,AT&T Center,
96,"Wed, Dec 14, 2022",9:00p,Cleveland Cavaliers,,Dallas Mavericks,,,,,American Airlines Center,
97,"Wed, Dec 14, 2022",9:00p,Washington Wizards,,Denver Nuggets,,,,,Ball Arena,
98,"Wed, Dec 14, 2022",10:00p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,Crypto.com Arena,
99,"Thu, Dec 15, 2022",8:00p,Miami Heat,,Houston Rockets,,,,,Toyota Center,
100,"Thu, Dec 15, 2022",8:00p,Milwaukee Bucks,,Memphis Grizzlies,,,,,FedEx Forum,
101,"Thu, Dec 15, 2022",9:00p,New Orleans Pelicans,,Utah Jazz,,,,,Vivint Arena,
102,"Thu, Dec 15, 2022",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,Crypto.com Arena,
103,"Fri, Dec 16, 2022",7:00p,Atlanta Hawks,,Charlotte Hornets,,,,,Spectrum Center,
104,"Fri, Dec 16, 2022",7:00p,Sacramento Kings,,Detroit Pistons,,,,,Little Caesars Arena,
105,"Fri, Dec 16, 2022",7:30p,Orlando Magic,,Boston Celtics,,,,,TD Garden,
106,"Fri, Dec 16, 2022",7:30p,Indiana Pacers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
107,"Fri, Dec 16, 2022",7:30p,Golden State Warriors,,Philadelphia 76ers,,,,,Wells Fargo Center,
108,"Fri, Dec 16, 2022",7:30p,Brooklyn Nets,,Toronto Raptors,,,,,Scotiabank Arena,
109,"Fri, Dec 16, 2022",8:00p,New York Knicks,,Chicago Bulls,,,,,United Center,
110,"Fri, Dec 16, 2022",8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,Paycom Center,
111,"Fri, Dec 16, 2022",8:30p,Portland Trail Blazers,,Dallas Mavericks,,,,,American Airlines Center,
112,"Fri, Dec 16, 2022",10:00p,Denver Nuggets,,Los Angeles Lakers,,,,,Crypto.com Arena,
113,"Sat, Dec 17, 2022",4:00p,Washington Wizards,,Los Angeles Clippers,,,,,Crypto.com Arena,
114,"Sat, Dec 17, 2022",5:00p,Miami Heat,,San Antonio Spurs,,,,,Mexico City Arena,
115,"Sat, Dec 17, 2022",8:00p,Dallas Mavericks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
116,"Sat, Dec 17, 2022",8:00p,Portland Trail Blazers,,Houston Rockets,,,,,Toyota Center,
117,"Sat, Dec 17, 2022",8:00p,Utah Jazz,,Milwaukee Bucks,,,,,Fiserv Forum,
118,"Sat, Dec 17, 2022",8:00p,Memphis Grizzlies,,Oklahoma City Thunder,,,,,Paycom Center,
119,"Sat, Dec 17, 2022",9:00p,New Orleans Pelicans,,Phoenix Suns,,,,,Footprint Center,
120,"Sun, Dec 18, 2022",3:00p,Orlando Magic,,Boston Celtics,,,,,TD Garden,
121,"Sun, Dec 18, 2022",5:00p,New York Knicks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
122,"Sun, Dec 18, 2022",6:00p,Brooklyn Nets,,Detroit Pistons,,,,,Little Caesars Arena,
123,"Sun, Dec 18, 2022",6:00p,Golden State Warriors,,Toronto Raptors,,,,,Scotiabank Arena,
124,"Sun, Dec 18, 2022",7:00p,Chicago Bulls,,Minnesota Timberwolves,,,,,Target Center,
125,"Sun, Dec 18, 2022",8:00p,Charlotte Hornets,,Denver Nuggets,,,,,Ball Arena,
126,"Sun, Dec 18, 2022",9:30p,Washington Wizards,,Los Angeles Lakers,,,,,Crypto.com Arena,
127,"Mon, Dec 19, 2022",7:00p,Utah Jazz,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
128,"Mon, Dec 19, 2022",7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,Wells Fargo Center,
129,"Mon, Dec 19, 2022",7:30p,Orlando Magic,,Atlanta Hawks,,,,,State Farm Arena,
130,"Mon, Dec 19, 2022",8:00p,San Antonio Spurs,,Houston Rockets,,,,,Toyota Center,
131,"Mon, Dec 19, 2022",8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,,,Target Center,
132,"Mon, Dec 19, 2022",8:00p,Milwaukee Bucks,,New Orleans Pelicans,,,,,Smoothie King Center,
133,"Mon, Dec 19, 2022",8:00p,Portland Trail Blazers,,Oklahoma City Thunder,,,,,Paycom Center,
134,"Mon, Dec 19, 2022",9:00p,Los Angeles Lakers,,Phoenix Suns,,,,,Footprint Center,
135,"Mon, Dec 19, 2022",10:00p,Charlotte Hornets,,Sacramento Kings,,,,,Golden 1 Center,
136,"Tue, Dec 20, 2022",7:00p,Utah Jazz,,Detroit Pistons,,,,,Little Caesars Arena,
137,"Tue, Dec 20, 2022",7:30p,Chicago Bulls,,Miami Heat,,,,,FTX Arena,
138,"Tue, Dec 20, 2022",7:30p,Golden State Warriors,,New York Knicks,,,,,Madison Square Garden (IV),
139,"Tue, Dec 20, 2022",9:00p,Washington Wizards,,Phoenix Suns,,,,,Footprint Center,
140,"Tue, Dec 20, 2022",10:00p,Memphis Grizzlies,,Denver Nuggets,,,,,Ball Arena,
141,"Wed, Dec 21, 2022",7:00p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
142,"Wed, Dec 21, 2022",7:00p,Detroit Pistons,,Philadelphia 76ers,,,,,Wells Fargo Center,
143,"Wed, Dec 21, 2022",7:30p,Chicago Bulls,,Atlanta Hawks,,,,,State Farm Arena,
144,"Wed, Dec 21, 2022",7:30p,Indiana Pacers,,Boston Celtics,,,,,TD Garden,
145,"Wed, Dec 21, 2022",7:30p,Golden State Warriors,,Brooklyn Nets,,,,,Barclays Center,
146,"Wed, Dec 21, 2022",7:30p,Toronto Raptors,,New York Knicks,,,,,Madison Square Garden (IV),
147,"Wed, Dec 21, 2022",8:00p,Orlando Magic,,Houston Rockets,,,,,Toyota Center,
148,"Wed, Dec 21, 2022",8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,,,Target Center,
149,"Wed, Dec 21, 2022",8:00p,Portland Trail Blazers,,Oklahoma City Thunder,,,,,Paycom Center,
150,"Wed, Dec 21, 2022",10:00p,Los Angeles Lakers,,Sacramento Kings,,,,,Golden 1 Center,
151,"Wed, Dec 21, 2022",10:30p,Charlotte Hornets,,Los Angeles Clippers,,,,,Crypto.com Arena,
152,"Thu, Dec 22, 2022",8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,Smoothie King Center,
153,"Thu, Dec 22, 2022",9:00p,Washington Wizards,,Utah Jazz,,,,,Vivint Arena,
154,"Fri, Dec 23, 2022",7:00p,San Antonio Spurs,,Orlando Magic,,,,,Amway Center,
155,"Fri, Dec 23, 2022",7:00p,Los Angeles Clippers,,Philadelphia 76ers,,,,,Wells Fargo Center,
156,"Fri, Dec 23, 2022",7:30p,Detroit Pistons,,Atlanta Hawks,,,,,State Farm Arena,
157,"Fri, Dec 23, 2022",7:30p,Minnesota Timberwolves,,Boston Celtics,,,,,TD Garden,
158,"Fri, Dec 23, 2022",7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,Barclays Center,
159,"Fri, Dec 23, 2022",7:30p,Toronto Raptors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
160,"Fri, Dec 23, 2022",7:30p,Chicago Bulls,,New York Knicks,,,,,Madison Square Garden (IV),
161,"Fri, Dec 23, 2022",8:00p,Dallas Mavericks,,Houston Rockets,,,,,Toyota Center,
162,"Fri, Dec 23, 2022",8:00p,Indiana Pacers,,Miami Heat,,,,,FTX Arena,
163,"Fri, Dec 23, 2022",8:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,,,Paycom Center,
164,"Fri, Dec 23, 2022",9:00p,Portland Trail Blazers,,Denver Nuggets,,,,,Ball Arena,
165,"Fri, Dec 23, 2022",10:00p,Memphis Grizzlies,,Phoenix Suns,,,,,Footprint Center,
166,"Fri, Dec 23, 2022",10:00p,Washington Wizards,,Sacramento Kings,,,,,Golden 1 Center,
167,"Fri, Dec 23, 2022",10:30p,Charlotte Hornets,,Los Angeles Lakers,,,,,Crypto.com Arena,
168,"Sun, Dec 25, 2022",12:00p,Philadelphia 76ers,,New York Knicks,,,,,Madison Square Garden (IV),
169,"Sun, Dec 25, 2022",2:30p,Los Angeles Lakers,,Dallas Mavericks,,,,,American Airlines Center,
170,"Sun, Dec 25, 2022",5:00p,Milwaukee Bucks,,Boston Celtics,,,,,TD Garden,
171,"Sun, Dec 25, 2022",8:00p,Memphis Grizzlies,,Golden State Warriors,,,,,Chase Center,
172,"Sun, Dec 25, 2022",10:30p,Phoenix Suns,,Denver Nuggets,,,,,Ball Arena,
173,"Mon, Dec 26, 2022",7:00p,Brooklyn Nets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
174,"Mon, Dec 26, 2022",7:00p,Los Angeles Clippers,,Detroit Pistons,,,,,Little Caesars Arena,
175,"Mon, Dec 26, 2022",7:30p,Minnesota Timberwolves,,Miami Heat,,,,,FTX Arena,
176,"Mon, Dec 26, 2022",8:00p,Houston Rockets,,Chicago Bulls,,,,,United Center,
177,"Mon, Dec 26, 2022",8:00p,Indiana Pacers,,New Orleans Pelicans,,,,,Smoothie King Center,
178,"Mon, Dec 26, 2022",8:00p,Utah Jazz,,San Antonio Spurs,,,,,AT&T Center,
179,"Mon, Dec 26, 2022",10:00p,Charlotte Hornets,,Portland Trail Blazers,,,,,Moda Center,
180,"Tue, Dec 27, 2022",7:00p,Los Angeles Lakers,,Orlando Magic,,,,,Amway Center,
181,"Tue, Dec 27, 2022",7:00p,Philadelphia 76ers,,Washington Wizards,,,,,Capital One Arena,
182,"Tue, Dec 27, 2022",7:30p,Houston Rockets,,Boston Celtics,,,,,TD Garden,
183,"Tue, Dec 27, 2022",7:30p,Atlanta Hawks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
184,"Tue, Dec 27, 2022",7:30p,Los Angeles Clippers,,Toronto Raptors,,,,,Scotiabank Arena,
185,"Tue, Dec 27, 2022",8:00p,Phoenix Suns,,Memphis Grizzlies,,,,,FedEx Forum,
186,"Tue, Dec 27, 2022",8:00p,San Antonio Spurs,,Oklahoma City Thunder,,,,,Paycom Center,
187,"Tue, Dec 27, 2022",8:30p,New York Knicks,,Dallas Mavericks,,,,,American Airlines Center,
188,"Tue, Dec 27, 2022",10:00p,Charlotte Hornets,,Golden State Warriors,,,,,Chase Center,
189,"Tue, Dec 27, 2022",10:00p,Denver Nuggets,,Sacramento Kings,,,,,Golden 1 Center,
190,"Wed, Dec 28, 2022",7:00p,Orlando Magic,,Detroit Pistons,,,,,Little Caesars Arena,
191,"Wed, Dec 28, 2022",7:00p,Phoenix Suns,,Washington Wizards,,,,,Capital One Arena,
192,"Wed, Dec 28, 2022",7:30p,Brooklyn Nets,,Atlanta Hawks,,,,,State Farm Arena,
193,"Wed, Dec 28, 2022",7:30p,Los Angeles Lakers,,Miami Heat,,,,,FTX Arena,
194,"Wed, Dec 28, 2022",8:00p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,
195,"Wed, Dec 28, 2022",8:00p,Minnesota Timberwolves,,New Orleans Pelicans,,,,,Smoothie King Center,
196,"Wed, Dec 28, 2022",10:00p,Utah Jazz,,Golden State Warriors,,,,,Chase Center,
197,"Wed, Dec 28, 2022",10:00p,Denver Nuggets,,Sacramento Kings,,,,,Golden 1 Center,
198,"Thu, Dec 29, 2022",7:00p,Oklahoma City Thunder,,Charlotte Hornets,,,,,Spectrum Center,
199,"Thu, Dec 29, 2022",7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
200,"Thu, Dec 29, 2022",7:30p,Los Angeles Clippers,,Boston Celtics,,,,,TD Garden,
201,"Thu, Dec 29, 2022",7:30p,Memphis Grizzlies,,Toronto Raptors,,,,,Scotiabank Arena,
202,"Thu, Dec 29, 2022",8:00p,New York Knicks,,San Antonio Spurs,,,,,AT&T Center,
203,"Thu, Dec 29, 2022",8:30p,Houston Rockets,,Dallas Mavericks,,,,,American Airlines Center,
204,"Fri, Dec 30, 2022",7:00p,Washington Wizards,,Orlando Magic,,,,,Amway Center,
205,"Fri, Dec 30, 2022",7:30p,Los Angeles Lakers,,Atlanta Hawks,,,,,State Farm Arena,
206,"Fri, Dec 30, 2022",7:30p,Phoenix Suns,,Toronto Raptors,,,,,Scotiabank Arena,
207,"Fri, Dec 30, 2022",8:00p,Detroit Pistons,,Chicago Bulls,,,,,United Center,
208,"Fri, Dec 30, 2022",8:00p,Minnesota Timberwolves,,Milwaukee Bucks,,,,,Fiserv Forum,
209,"Fri, Dec 30, 2022",8:30p,Philadelphia 76ers,,New Orleans Pelicans,,,,,Smoothie King Center,
210,"Fri, Dec 30, 2022",9:00p,Miami Heat,,Denver Nuggets,,,,,Ball Arena,
211,"Fri, Dec 30, 2022",10:00p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,
212,"Fri, Dec 30, 2022",10:00p,Utah Jazz,,Sacramento Kings,,,,,Golden 1 Center,
213,"Sat, Dec 31, 2022",3:00p,Los Angeles Clippers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
214,"Sat, Dec 31, 2022",7:00p,Cleveland Cavaliers,,Chicago Bulls,,,,,United Center,
215,"Sat, Dec 31, 2022",7:00p,Brooklyn Nets,,Charlotte Hornets,,,,,Spectrum Center,
216,"Sat, Dec 31, 2022",7:00p,New York Knicks,,Houston Rockets,,,,,Toyota Center,
217,"Sat, Dec 31, 2022",7:00p,Dallas Mavericks,,San Antonio Spurs,,,,,AT&T Center,
218,"Sat, Dec 31, 2022",8:00p,New Orleans Pelicans,,Memphis Grizzlies,,,,,FedEx Forum,
219,"Sat, Dec 31, 2022",8:00p,Detroit Pistons,,Minnesota Timberwolves,,,,,Target Center,
220,"Sat, Dec 31, 2022",8:00p,Philadelphia 76ers,,Oklahoma City Thunder,,,,,Paycom Center,
221,"Sat, Dec 31, 2022",9:00p,Miami Heat,,Utah Jazz,,,,,Vivint Arena,
0,"Sun, Jan 1, 2023",8:00p,Boston Celtics,,Denver Nuggets,,,,,Ball Arena,
1,"Sun, Jan 1, 2023",8:00p,Sacramento Kings,,Memphis Grizzlies,,,,,FedEx Forum,
2,"Sun, Jan 1, 2023",8:00p,Washington Wizards,,Milwaukee Bucks,,,,,Fiserv Forum,
3,"Mon, Jan 2, 2023",3:00p,Phoenix Suns,,New York Knicks,,,,,Madison Square Garden (IV),
4,"Mon, Jan 2, 2023",7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,Spectrum Center,
5,"Mon, Jan 2, 2023",7:00p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
6,"Mon, Jan 2, 2023",7:00p,Toronto Raptors,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
7,"Mon, Jan 2, 2023",7:00p,New Orleans Pelicans,,Philadelphia 76ers,,,,,Wells Fargo Center,
8,"Mon, Jan 2, 2023",7:30p,San Antonio Spurs,,Brooklyn Nets,,,,,Barclays Center,
9,"Mon, Jan 2, 2023",8:00p,Dallas Mavericks,,Houston Rockets,,,,,Toyota Center,
10,"Mon, Jan 2, 2023",8:00p,Denver Nuggets,,Minnesota Timberwolves,,,,,Target Center,
11,"Mon, Jan 2, 2023",10:00p,Atlanta Hawks,,Golden State Warriors,,,,,Chase Center,
12,"Mon, Jan 2, 2023",10:00p,Detroit Pistons,,Portland Trail Blazers,,,,,Moda Center,
13,"Mon, Jan 2, 2023",10:30p,Miami Heat,,Los Angeles Clippers,,,,,Crypto.com Arena,
14,"Tue, Jan 3, 2023",8:00p,Washington Wizards,,Milwaukee Bucks,,,,,Fiserv Forum,
15,"Tue, Jan 3, 2023",8:00p,Boston Celtics,,Oklahoma City Thunder,,,,,Paycom Center,
16,"Tue, Jan 3, 2023",9:00p,Sacramento Kings,,Utah Jazz,,,,,Vivint Arena,
17,"Wed, Jan 4, 2023",7:00p,Memphis Grizzlies,,Charlotte Hornets,,,,,Spectrum Center,
18,"Wed, Jan 4, 2023",7:00p,Phoenix Suns,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
19,"Wed, Jan 4, 2023",7:00p,Oklahoma City Thunder,,Orlando Magic,,,,,Amway Center,
20,"Wed, Jan 4, 2023",7:00p,Indiana Pacers,,Philadelphia 76ers,,,,,Wells Fargo Center,
21,"Wed, Jan 4, 2023",7:30p,San Antonio Spurs,,New York Knicks,,,,,Madison Square Garden (IV),
22,"Wed, Jan 4, 2023",7:30p,Milwaukee Bucks,,Toronto Raptors,,,,,Scotiabank Arena,
23,"Wed, Jan 4, 2023",8:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
24,"Wed, Jan 4, 2023",8:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,Target Center,
25,"Wed, Jan 4, 2023",8:00p,Houston Rockets,,New Orleans Pelicans,,,,,Smoothie King Center,
26,"Wed, Jan 4, 2023",10:00p,Detroit Pistons,,Golden State Warriors,,,,,Chase Center,
27,"Wed, Jan 4, 2023",10:00p,Miami Heat,,Los Angeles Lakers,,,,,Crypto.com Arena,
28,"Wed, Jan 4, 2023",10:00p,Atlanta Hawks,,Sacramento Kings,,,,,Golden 1 Center,
29,"Thu, Jan 5, 2023",7:00p,Memphis Grizzlies,,Orlando Magic,,,,,Amway Center,
30,"Thu, Jan 5, 2023",7:30p,Boston Celtics,,Dallas Mavericks,,,,,American Airlines Center,
31,"Thu, Jan 5, 2023",8:00p,Utah Jazz,,Houston Rockets,,,,,Toyota Center,
32,"Thu, Jan 5, 2023",10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
33,"Fri, Jan 6, 2023",7:00p,Portland Trail Blazers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
34,"Fri, Jan 6, 2023",7:30p,Chicago Bulls,,Philadelphia 76ers,,,,,Wells Fargo Center,
35,"Fri, Jan 6, 2023",7:30p,New York Knicks,,Toronto Raptors,,,,,Scotiabank Arena,
36,"Fri, Jan 6, 2023",8:00p,Charlotte Hornets,,Milwaukee Bucks,,,,,Fiserv Forum,
37,"Fri, Jan 6, 2023",8:00p,Washington Wizards,,Oklahoma City Thunder,,,,,Paycom Center,
38,"Fri, Jan 6, 2023",8:00p,Detroit Pistons,,San Antonio Spurs,,,,,AT&T Center,
39,"Fri, Jan 6, 2023",8:30p,Brooklyn Nets,,New Orleans Pelicans,,,,,Smoothie King Center,
40,"Fri, Jan 6, 2023",9:00p,Cleveland Cavaliers,,Denver Nuggets,,,,,Ball Arena,
41,"Fri, Jan 6, 2023",9:00p,Los Angeles Clippers,,Minnesota Timberwolves,,,,,Target Center,
42,"Fri, Jan 6, 2023",10:00p,Miami Heat,,Phoenix Suns,,,,,Footprint Center,
43,"Fri, Jan 6, 2023",10:30p,Atlanta Hawks,,Los Angeles Lakers,,,,,Crypto.com Arena,
44,"Sat, Jan 7, 2023",6:00p,Boston Celtics,,San Antonio Spurs,,,,,AT&T Center,
45,"Sat, Jan 7, 2023",8:00p,Utah Jazz,,Chicago Bulls,,,,,United Center,
46,"Sat, Jan 7, 2023",8:00p,New Orleans Pelicans,,Dallas Mavericks,,,,,American Airlines Center,
47,"Sat, Jan 7, 2023",8:30p,Orlando Magic,,Golden State Warriors,,,,,Chase Center,
